Sum of Budget($),country,Year,Quarter,Month,Day,Genre,orig_lang,Sum of Revenue($),Sum of score,Title
650000,AU,2017,Qtr 2,June,29,drama, English,6477294,66,Lady Macbeth
14740000,AU,2017,Qtr 2,June,30,"Science Fiction, Mystery, Thriller, Romance", English,3945729,60,02:22
175000000,AU,2017,Qtr 3,July,6,"Action, Adventure, Science Fiction, Drama", English,878271291,74,Spider-Man: Homecoming
5000000,AU,2017,Qtr 3,July,6,"Drama, Horror, Mystery", English,19720203,58,It Comes at Night
1500000,AU,2017,Qtr 3,July,9,"Action, Drama, History, Thriller", English,22840187,60,6 Days
150000000,AU,2017,Qtr 3,July,20,"War, Action, Drama", English,512390011,75,Dunkirk
152000000,AU,2017,Qtr 3,July,27,"Drama, Science Fiction, War", English,489592267,72,War for the Planet of the Apes
131400000,AU,2017,Qtr 3,July,28,"Family, Music, Fantasy, TV Movie, Adventure, Action, Romance", English,605380479,74,Descendants 2
5500000,AU,2017,Qtr 3,August,2,"Animation, Drama, Mystery, History", English,44071758,80,Loving Vincent
30000000,AU,2017,Qtr 3,August,3,"Action, Thriller", English,98345423,64,Atomic Blonde
3000000,AU,2017,Qtr 3,August,3,"War, Thriller, Drama", English,4495262,63,The Wall
1000000,AU,2017,Qtr 3,August,9,"Science Fiction, Horror, Thriller", English,956425,63,The Endless
34000000,AU,2017,Qtr 3,August,10,"Action, Crime", English,226977991,75,Baby Driver
21000000,AU,2017,Qtr 3,August,10,"Action, History, Drama", Korean,46183383,72,The Battleship Island
180000000,AU,2017,Qtr 3,August,10,"Adventure, Science Fiction, Action", English,215098356,66,Valerian and the City of a Thousand Planets
11000000,AU,2017,Qtr 3,August,10,"Crime, Drama, Mystery, Thriller", English,44984979,74,Wind River
7000000,AU,2017,Qtr 3,August,10,"Drama, Comedy", English,36964656,81,Gifted
15000000,AU,2017,Qtr 3,August,10,"Horror, Mystery, Thriller", English,305384865,66,Annabelle: Creation
30000000,AU,2017,Qtr 3,August,17,"Adventure, Drama, History", English,19358084,64,The Lost City of Z
29000000,AU,2017,Qtr 3,August,17,"Comedy, Crime, Action, Drama", English,49046121,67,Logan Lucky
156000000,AU,2017,Qtr 3,August,17,"Drama, Comedy", English,380494410,60,Madame
66000000,AU,2017,Qtr 3,August,17,"Fantasy, Action, Science Fiction", English,113461527,57,The Dark Tower
3500000,AU,2017,Qtr 3,August,20,"Adventure, Action, Animation, Science Fiction", English,116862158,61,Batman and Harley Quinn
50000000,AU,2017,Qtr 3,August,24,"Action, Comedy, Crime, Drama, Thriller", English,135569212,68,American Made
40000000,AU,2017,Qtr 3,August,25,"Crime, Fantasy, Horror, Thriller", English,0,42,Death Note
16376556.2,AU,2017,Qtr 3,August,27,"Drama, Animation, Romance, War, History", Japanese,19496308,80,In This Corner of the World
30000000,AU,2017,Qtr 3,August,31,"Action, Comedy", English,176586701,69,The Hitman's Bodyguard
112000000,AU,2017,Qtr 3,September,1,"Action, Animation, Science Fiction", English,558251842,60,Starship Troopers: Traitor of Mars
10000000,AU,2017,Qtr 3,September,1,"Animation, Family, Fantasy", Chinese,92695917,58,The Guardian Brothers
9000000,AU,2017,Qtr 3,September,7,drama, English,22088533,72,The Glass Castle
35000000,AU,2017,Qtr 3,September,7,"Horror, Fantasy", English,701012746,72,It
92200000,AU,2017,Qtr 3,September,10,animation, English,355010206,62,Barbie in Princess Power
165000000,AU,2017,Qtr 3,September,10,"Animation, Family", English,509012027,70,Barbie as Rapunzel
95000000,AU,2017,Qtr 3,September,10,"Animation, Family, Science Fiction", English,738869672,70,Barbie Video Game Hero
96400000,AU,2017,Qtr 3,September,10,"Animation, Music, Family", English,498956949,69,Barbie in Rock 'N Royals
98140000,AU,2017,Qtr 3,September,11,"Animation, Family", English,494358732,68,Barbie in the Pink Shoes
127000000,AU,2017,Qtr 3,September,11,"Animation, Family", English,325823442,66,Barbie Presents: Thumbelina
71180000,AU,2017,Qtr 3,September,11,"Animation, Family, Adventure, Fantasy", English,392839573,68,Barbie Fairytopia: Mermaidia
106600000,AU,2017,Qtr 3,September,11,"Animation, Family, Comedy", English,371183212,75,Barbie as The Princess & the Pauper
50000000,AU,2017,Qtr 3,September,14,"Animation, Family, Comedy", English,216564839,55,The Emoji Movie
24000000,AU,2017,Qtr 3,September,15,"War, Drama, History", English,75320499,74,First They Killed My Father
104000000,AU,2017,Qtr 3,September,21,"Action, Adventure, Comedy", English,408803696,70,Kingsman: The Golden Circle
70000000,AU,2017,Qtr 3,September,21,"Family, Animation, Action, Adventure, Comedy", English,122737201,65,The Lego Ninjago Movie
38000000,AU,2017,Qtr 3,September,22,"Drama, Action, History", English,24555177,74,Only the Brave
10000000,AU,2017,Qtr 3,September,27,"Drama, History", English,7582196,62,Churchill
25000000,AU,2017,Qtr 3,September,28,"Comedy, Drama, History", English,18445379,68,Battle of the Sexes
85600000,AU,2017,Qtr 3,September,29,action, Chinese,412187196,70,Sky Hunter
185000000,AU,2017,Qtr 4,October,5,"Science Fiction, Drama", English,258829058,75,Blade Runner 2049
10000000,AU,2017,Qtr 4,October,6,"Drama, Romance", English,61603136,73,"Everything, Everything"
4200000,AU,2017,Qtr 4,October,6,"Drama, Thriller, Horror", English,313230,64,Cargo
36345000,AU,2017,Qtr 4,October,12,drama, English,2550321,64,The Only Living Boy in New York
30000000,AU,2017,Qtr 4,October,12,"Drama, Horror, Mystery", English,44516999,70,mother!
26240000,AU,2017,Qtr 4,October,12,"Thriller, Crime", English,3283369,72,Good Time
73000000,AU,2017,Qtr 4,October,13,"Comedy, Drama", English,572490615,65,The Meyerowitz Stories (New and Selected)
100400000,AU,2017,Qtr 4,October,13,"Comedy, Horror", English,332045036,61,The Babysitter
100000000,AU,2017,Qtr 4,October,19,"Action, Science Fiction, Thriller", English,220796009,61,Geostorm
35000000,AU,2017,Qtr 4,October,19,"Action, Thriller", English,145374099,69,The Foreigner
35000000,AU,2017,Qtr 4,October,19,"Crime, Thriller", English,43164679,52,The Snowman
35000000,AU,2017,Qtr 4,October,19,"Drama, Adventure, Romance", English,62832209,66,The Mountain Between Us
93459000,AU,2017,Qtr 4,October,20,"Horror, Crime, Drama", English,720295760,59,1922
180000000,AU,2017,Qtr 4,October,26,"Action, Adventure, Fantasy, Science Fiction, Comedy", English,850482778,76,Thor: Ragnarok
63000000,AU,2017,Qtr 4,October,30,"Action, Thriller", English,68310140,64,American Assassin
126000000,AU,2017,Qtr 4,November,1,"Adventure, Animation, Family, Fantasy", English,404506361,67,Trolls Holiday
28000000,AU,2017,Qtr 4,November,2,comedy, English,127710550,63,A Bad Moms Christmas
6500000,AU,2017,Qtr 4,November,2,"Family, Animation, Music, Adventure, Fantasy", English,61294644,72,My Little Pony: The Movie
42608000,AU,2017,Qtr 4,November,3,"Drama, Thriller, Mystery", English,7027336,70,The Killing of a Sacred Deer
55000000,AU,2017,Qtr 4,November,9,"Drama, Mystery, Crime", English,351767147,67,Murder on the Orient Express
