Sum of budget,country,genre,language,Year,Quarter,Month,Day,Sum of revenue,Sum of score,title
55000000,AU,"Adventure, Animation, Family, Romance", English,1995,Qtr 3,August,24,347100000,69,Pocahontas
4000000,AU,"Adventure, Animation, Fantasy", English,1980,Qtr 1,March,7,30471420,66,The Lord of the Rings
1000000,AU,"Adventure, Animation, Fantasy", Japanese,2004,Qtr 3,July,8,3301446,79,Nausicaä of the Valley of the Wind
76400000,AU,"Adventure, Animation, Fantasy", Japanese,2005,Qtr 4,October,19,674767418.2,72,Pom Poko
130000000,AU,"Adventure, Animation, Mystery", English,2011,Qtr 4,December,26,373993951,69,The Adventures of Tintin
96300000,AU,"Adventure, Comedy", Cantonese,1994,Qtr 4,November,24,880669647.8,45,Crazy Hong Kong
8800000,AU,"Adventure, Comedy", English,1986,Qtr 4,October,24,328203506,64,Crocodile Dundee
14000000,AU,"Adventure, Comedy", English,1989,Qtr 1,February,23,239606210,58,Crocodile Dundee II
25000000,AU,"Adventure, Comedy", English,2001,Qtr 2,April,12,39393111,52,Crocodile Dundee in Los Angeles
48000000,AU,"Adventure, Comedy", English,2002,Qtr 1,January,3,86607223,62,Rat Race
62770198,AU,"Adventure, Comedy, Animation", English,2018,Qtr 2,April,12,64337744,79,Isle of Dogs
75000000,AU,"Adventure, Comedy, Animation, Family", English,2016,Qtr 3,September,7,885302500,63,The Secret Life of Pets
26000000,AU,"Adventure, Comedy, Crime", English,2000,Qtr 3,September,24,75763814,73,"O Brother, Where Art Thou?"
35000000,AU,"Adventure, Comedy, Crime, Science Fiction", English,1999,Qtr 4,October,6,312383487,63,Austin Powers: The Spy Who Shagged Me
923000,AU,"Adventure, Comedy, Drama", English,1976,Qtr 4,October,1,4000000,80,The Gold Rush
50000000,AU,"Adventure, Comedy, Drama", English,2005,Qtr 1,January,12,34806726,71,The Life Aquatic with Steve Zissou
2500000,AU,"Adventure, Comedy, Drama", English,2016,Qtr 2,May,26,23900842,77,Hunt for the Wilderpeople
6200000,AU,"Adventure, Comedy, Drama", English,2019,Qtr 4,October,1,23191551,74,The Peanut Butter Falcon
9250000,AU,"Adventure, Comedy, Drama", Swedish,2014,Qtr 3,August,14,257720413.2,68,The 100 Year-Old Man Who Climbed Out the Window and Disappeared
80000000,AU,"Adventure, Comedy, Drama, Family, Fantasy", English,1998,Qtr 4,December,10,69131860,56,Babe: Pig in the City
91000000,AU,"Adventure, Comedy, Drama, Fantasy", English,2013,Qtr 4,December,26,187861183,72,The Secret Life of Walter Mitty
20000000,AU,"Adventure, Comedy, Drama, Romance", English,2009,Qtr 4,November,12,5531756,66,The Brothers Bloom
19000000,AU,"Adventure, Comedy, Family", English,1985,Qtr 4,December,12,61389680,75,The Goonies
9368225.8,AU,"Adventure, Comedy, Family", English,1995,Qtr 4,November,23,30112050,63,Major Payne
100000000,AU,"Adventure, Comedy, Family", English,2004,Qtr 4,December,16,212956024,68,Lemony Snicket's A Series of Unfortunate Events
35000000,AU,"Adventure, Comedy, Family", English,2005,Qtr 3,September,8,83109359,62,Sky High
40000000,AU,"Adventure, Comedy, Family", English,2017,Qtr 4,December,21,227300000,75,Paddington 2
150000000,AU,"Adventure, Comedy, Family, Animation", English,2016,Qtr 4,December,26,630626714,76,Moana
150000000,AU,"Adventure, Comedy, Family, Fantasy", English,2005,Qtr 3,September,1,475825484,70,Charlie and the Chocolate Factory
37000000,AU,"Adventure, Comedy, Family, Fantasy", English,2008,Qtr 2,April,3,101857425,59,Nim's Island
85000000,AU,"Adventure, Comedy, Family, Fantasy", English,2012,Qtr 1,March,29,173613482,59,Mirror Mirror
75000000,AU,"Adventure, Comedy, Family, Fantasy", English,2018,Qtr 3,August,8,197744377,73,Christopher Robin
49000000,AU,"Adventure, Comedy, Family, Fantasy", English,2019,Qtr 3,September,19,120592276,67,Dora and the Lost City of Gold
55000000,AU,"Adventure, Comedy, Family, Romance", English,1997,Qtr 4,October,2,174463257,56,George of the Jungle
18000000,AU,"Adventure, Comedy, Family, Science Fiction", English,1989,Qtr 4,November,30,222724172,63,"Honey, I Shrunk the Kids"
400000,AU,"Adventure, Comedy, Fantasy", English,1975,Qtr 3,August,14,5028948,78,Monty Python and the Holy Grail
20000000,AU,"Adventure, Comedy, Fantasy", English,1985,Qtr 2,April,25,18400000,70,Ladyhawke
125000000,AU,"Adventure, Comedy, Fantasy", English,2019,Qtr 4,December,26,798210215,69,Jumanji: The Next Level
127000000,AU,"Adventure, Comedy, Fantasy, Family", English,2014,Qtr 4,December,26,353756621,62,Night at the Museum: Secret of the Tomb
22000000,AU,"Adventure, Comedy, Fantasy, Family, Drama", English,2017,Qtr 2,May,4,205035819,76,A Dog's Purpose
35000000,AU,"Adventure, Comedy, Fantasy, Family, Horror", English,2019,Qtr 1,January,23,93006429,61,Goosebumps 2: Haunted Halloween
40000000,AU,"Adventure, Comedy, Music", English,2010,Qtr 2,June,17,92994927,60,Get Him to the Greek
17000000,AU,"Adventure, Comedy, Romance", English,1985,Qtr 4,November,26,49364621,62,National Lampoon's European Vacation
20000000,AU,"Adventure, Comedy, Romance", English,2011,Qtr 3,September,22,39686769,66,Monte Carlo
19000000,AU,"Adventure, Comedy, Science Fiction", English,1985,Qtr 3,August,15,385510132,83,Back to the Future
40000000,AU,"Adventure, Comedy, Science Fiction", English,1989,Qtr 4,December,7,331971868,78,Back to the Future Part II
10000000,AU,"Adventure, Comedy, Science Fiction", English,1990,Qtr 2,June,8,40485039,68,Bill & Ted's Excellent Adventure
40000000,AU,"Adventure, Comedy, Science Fiction", English,1990,Qtr 2,June,28,244087259,75,Back to the Future Part III
20000000,AU,"Adventure, Comedy, Science Fiction", English,1991,Qtr 3,September,9,37540012,63,Bill & Ted's Bogus Journey
45000000,AU,"Adventure, Comedy, Science Fiction", English,2005,Qtr 2,April,28,102746214,67,The Hitchhiker's Guide to the Galaxy
100000000,AU,"Adventure, Comedy, Science Fiction", English,2009,Qtr 2,June,11,69548641,55,Land of the Lost
40000000,AU,"Adventure, Comedy, Science Fiction", English,2011,Qtr 2,April,14,101162106,67,Paul
4000000,AU,"Adventure, Comedy, War", English,1970,Qtr 3,September,10,5200000,74,Kelly's Heroes
12000000,AU,"Adventure, Crime, Drama, Thriller", Portuguese,2015,Qtr 4,October,9,6553186,71,Trash
400000,AU,"Adventure, Drama", English,1969,Qtr 3,September,20,60000000,71,Easy Rider
85000000,AU,"Adventure, Drama", English,2001,Qtr 1,January,18,427230516,77,Cast Away
20000000,AU,"Adventure, Drama", English,2007,Qtr 3,September,11,56822960,78,Into the Wild
25000000,AU,"Adventure, Drama", English,2010,Qtr 1,January,28,29206732,70,The Road
25000000,AU,"Adventure, Drama", English,2011,Qtr 3,July,20,38993548,62,The Eagle
120000000,AU,"Adventure, Drama", English,2013,Qtr 1,January,1,619310368,74,Life of Pi
5000000,AU,"Adventure, Drama", English,2016,Qtr 3,September,8,21340234,79,Captain Fantastic
51000000,AU,"Adventure, Drama", English,2018,Qtr 3,September,27,99624873,65,Alpha
12000000,AU,"Adventure, Drama, Action", Chinese,2004,Qtr 3,September,28,92863945,73,House of Flying Daggers
12000000,AU,"Adventure, Drama, Action", Chinese,2009,Qtr 4,November,27,13380561,75,Mulan: Rise of a Warrior
230672000,AU,"Adventure, Drama, Action", English,2005,Qtr 4,December,14,651133583,207,King Kong
140000000,AU,"Adventure, Drama, Action", English,2014,Qtr 4,December,11,268314513,58,Exodus: Gods and Kings
2500000,AU,"Adventure, Drama, Action", Japanese,2004,Qtr 3,September,2,34196922,73,Zatoichi
6000000,AU,"Adventure, Drama, Action", Japanese,2011,Qtr 3,September,8,17555141,73,13 Assassins
24500000,AU,"Adventure, Drama, Action, History", English,1987,Qtr 1,January,20,17218023,74,The Mission
15000000,AU,"Adventure, Drama, Action, Romance", Chinese,2001,Qtr 1,January,4,213963830,74,"Crouching Tiger, Hidden Dragon"
13000000,AU,"Adventure, Drama, Action, Romance, Family", English,1986,Qtr 3,July,31,115103979,63,The Karate Kid Part II
18500000,AU,"Adventure, Drama, Comedy", English,1998,Qtr 3,July,16,13711903,72,Fear and Loathing in Las Vegas
16000000,AU,"Adventure, Drama, Comedy", English,2007,Qtr 3,September,7,24377151,72,The Darjeeling Limited
72000000,AU,"Adventure, Drama, Family", English,2004,Qtr 4,November,25,62176754,71,Two Brothers
40000000,AU,"Adventure, Drama, Family", English,2006,Qtr 1,March,31,120455994,70,Eight Below
25000000,AU,"Adventure, Drama, Family", English,2007,Qtr 2,June,14,137984788,73,Bridge to Terabithia
180000000,AU,"Adventure, Drama, Family", English,2012,Qtr 1,January,12,180047784,72,Hugo
339300000,AU,"Adventure, Drama, Family", English,2019,Qtr 3,July,17,2633927421,142,The Lion King
63700000,AU,"Adventure, Drama, Family", English,2023,Qtr 1,January,26,763439177.6,71,True Spirit
7520000,AU,"Adventure, Drama, Family", Japanese,1990,Qtr 1,March,29,13299749,64,The Adventures of Milo and Otis
5200000,AU,"Adventure, Drama, Family, Fantasy, Science Fiction, Action", English,1955,Qtr 4,December,29,36200000,142,"20,000 Leagues Under the Sea"
15000000,AU,"Adventure, Drama, Fantasy", English,2021,Qtr 3,July,30,20022491,66,The Green Knight
70000000,AU,"Adventure, Drama, History", English,1997,Qtr 4,December,4,131445884,72,Seven Years in Tibet
65000000,AU,"Adventure, Drama, History", English,2015,Qtr 3,September,16,221297061,68,Everest
30000000,AU,"Adventure, Drama, History", English,2017,Qtr 3,August,17,19358084,64,The Lost City of Z
4000000,AU,"Adventure, Drama, History, Thriller, War", English,1963,Qtr 3,August,20,11972799,79,The Great Escape
15000000,AU,"Adventure, Drama, History, War", English,1963,Qtr 1,January,10,69995047,80,Lawrence of Arabia
700000,AU,"Adventure, Drama, Horror", English,2007,Qtr 2,June,1,1271556,59,Black Water
60000000,AU,"Adventure, Drama, Romance", English,1998,Qtr 2,June,23,186883563,69,The Horse Whisperer
130000000,AU,"Adventure, Drama, Romance", English,2008,Qtr 4,November,18,215080810,66,Australia
14390509,AU,"Adventure, Drama, Romance", French,1988,Qtr 4,November,10,27435150.6,75,The Big Blue
65000000,AU,"Adventure, Drama, Romance, Action", English,2001,Qtr 3,August,23,117487473,69,A Knight's Tale
165000000,AU,"Adventure, Drama, Science Fiction", English,2014,Qtr 4,November,6,648082655,84,Interstellar
18000000,AU,"Adventure, Drama, Science Fiction", English,2016,Qtr 2,April,21,7680250,62,Midnight Special
50000000,AU,"Adventure, Drama, Science Fiction, Fantasy", English,2017,Qtr 2,June,29,273230203.2,74,Okja
48800000,AU,"Adventure, Drama, Thriller", English,1990,Qtr 1,March,16,13985225,63,Lord of the Flies
32000000,AU,"Adventure, Drama, Thriller", English,1993,Qtr 2,April,1,36299670,69,Alive
18000000,AU,"Adventure, Drama, Thriller", English,2011,Qtr 1,February,10,60217171,71,127 Hours
40000000,AU,"Adventure, Drama, Thriller", English,2013,Qtr 1,January,24,169590606,74,The Impossible
20000000,AU,"Adventure, Drama, Thriller", English,2017,Qtr 1,February,2,14880939,66,Gold
51060000,AU,"Adventure, Drama, Thriller", English,2017,Qtr 2,June,27,1906640,66,Jungle
135000000,AU,"Adventure, Drama, War", English,2003,Qtr 4,December,4,212912137,71,Master and Commander: The Far Side of the World
19000000,AU,"Adventure, Drama, Western", English,1991,Qtr 1,February,14,424208805,79,Dances with Wolves
8800000,AU,"Adventure, Family", German,2019,Qtr 3,August,7,210324218.2,71,Heidi
165000000,AU,"Adventure, Family, Animation, Action, Comedy", English,2014,Qtr 4,December,25,647263005,77,Big Hero 6
125000000,AU,"Adventure, Family, Drama", English,2020,Qtr 1,February,20,107351191,76,The Call of the Wild
9600000,AU,"Adventure, Family, Drama", French,2019,Qtr 4,November,14,35487190,73,Mia and the White Lion
20000000,AU,"Adventure, Family, Drama, Comedy", English,2014,Qtr 3,August,18,71232214,68,Holes
25000000,AU,"Adventure, Family, Fantasy", English,1986,Qtr 4,December,4,12729917,73,Labyrinth
180000000,AU,"Adventure, Family, Fantasy", English,2005,Qtr 4,December,26,745013115,71,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
225000000,AU,"Adventure, Family, Fantasy", English,2008,Qtr 2,June,5,417341288,66,The Chronicles of Narnia: Prince Caspian
38000000,AU,"Adventure, Family, Fantasy", English,2008,Qtr 4,November,19,17831558,63,City of Ember
60000000,AU,"Adventure, Family, Fantasy", English,2009,Qtr 2,April,2,66655938,63,Inkheart
155000000,AU,"Adventure, Family, Fantasy", English,2010,Qtr 4,December,2,415686217,64,The Chronicles of Narnia: The Voyage of the Dawn Treader
90000000,AU,"Adventure, Family, Fantasy", English,2013,Qtr 3,August,15,200859554,60,Percy Jackson: Sea of Monsters
170000000,AU,"Adventure, Family, Fantasy", English,2016,Qtr 2,May,26,276928112,66,Alice Through the Looking Glass
140000000,AU,"Adventure, Family, Fantasy", English,2016,Qtr 2,June,30,199646680,62,The BFG
65000000,AU,"Adventure, Family, Fantasy", English,2016,Qtr 3,September,15,143695338,64,Pete's Dragon
15000000,AU,"Adventure, Family, Fantasy, Animation", English,1983,Qtr 2,April,22,40577001,71,The Dark Crystal
15000000,AU,"Adventure, Family, Fantasy, Comedy, Romance", English,1988,Qtr 1,January,15,31046220,77,The Princess Bride
50000000,AU,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action", English,2009,Qtr 2,May,12,105103784,58,Race to Witch Mountain
135400000,AU,"Adventure, Family, Fantasy, TV Movie", English,2001,Qtr 4,October,28,387557034.2,59,Snow White: The Fairest of Them All
170000000,AU,"Adventure, Family, Mystery, Science Fiction", English,2015,Qtr 2,May,28,206627518,62,Tomorrowland
146800000,AU,"Adventure, Family, TV Movie, Science Fiction, Fantasy", English,1985,Qtr 4,November,24,437062753.4,53,Ewoks: The Battle for Endor
11000000,AU,"Adventure, Fantasy", English,1981,Qtr 3,July,2,34967437,70,Excalibur
50000000,AU,"Adventure, Fantasy", English,1986,Qtr 1,January,2,65931687,124,Legend
125000000,AU,"Adventure, Fantasy", English,2001,Qtr 4,November,29,976475550,79,Harry Potter and the Philosopher's Stone
100000000,AU,"Adventure, Fantasy", English,2002,Qtr 4,November,28,874954530,77,Harry Potter and the Chamber of Secrets
130000000,AU,"Adventure, Fantasy", English,2004,Qtr 2,June,3,789592708,80,Harry Potter and the Prisoner of Azkaban
205000000,AU,"Adventure, Fantasy", English,2007,Qtr 4,December,12,367262558,60,The Golden Compass
250000000,AU,"Adventure, Fantasy", English,2009,Qtr 3,July,15,929411069,77,Harry Potter and the Half-Blood Prince
250000000,AU,"Adventure, Fantasy", English,2010,Qtr 4,November,13,954305868,78,Harry Potter and the Deathly Hallows: Part 1
95000000,AU,"Adventure, Fantasy", English,2015,Qtr 1,March,4,108874967,55,Seventh Son
110000000,AU,"Adventure, Fantasy, Action", English,1982,Qtr 4,December,16,142470218,136,Conan the Barbarian
18000000,AU,"Adventure, Fantasy, Action", English,1984,Qtr 4,December,6,26400000,61,Conan the Destroyer
17900000,AU,"Adventure, Fantasy, Action", English,1985,Qtr 2,April,9,6908640,53,Red Sonja
150000000,AU,"Adventure, Fantasy, Action", English,1999,Qtr 3,August,26,195080579,43,Beowulf
93000000,AU,"Adventure, Fantasy, Action", English,2001,Qtr 4,December,26,891216824,84,The Lord of the Rings: The Fellowship of the Ring
94000000,AU,"Adventure, Fantasy, Action", English,2002,Qtr 4,December,26,919148764,84,The Lord of the Rings: The Two Towers
140000000,AU,"Adventure, Fantasy, Action", English,2003,Qtr 3,September,11,655011224,78,Pirates of the Caribbean: The Curse of the Black Pearl
94000000,AU,"Adventure, Fantasy, Action", English,2003,Qtr 4,December,26,1121386981,85,The Lord of the Rings: The Return of the King
200000000,AU,"Adventure, Fantasy, Action", English,2006,Qtr 3,July,6,1065659812,73,Pirates of the Caribbean: Dead Man's Chest
300000000,AU,"Adventure, Fantasy, Action", English,2007,Qtr 2,May,24,961000000,72,Pirates of the Caribbean: At World's End
200000000,AU,"Adventure, Fantasy, Action", English,2010,Qtr 2,May,27,336365676,63,Prince of Persia: The Sands of Time
140000000,AU,"Adventure, Fantasy, Action", English,2010,Qtr 3,August,10,537614888,118,Clash of the Titans
40000000,AU,"Adventure, Fantasy, Action", English,2010,Qtr 4,December,29,22024849,60,Solomon Kane
150000000,AU,"Adventure, Fantasy, Action", English,2011,Qtr 2,April,21,449326618,68,Thor
110000000,AU,"Adventure, Fantasy, Action", English,2011,Qtr 3,August,18,142470218,106,Conan the Barbarian
200000000,AU,"Adventure, Fantasy, Action", English,2012,Qtr 4,December,26,1014938545,73,The Hobbit: An Unexpected Journey
85000000,AU,"Adventure, Fantasy, Action, Comedy, Family", English,1993,Qtr 3,September,16,137298489,64,Last Action Hero
29000000,AU,"Adventure, Fantasy, Action, Comedy, Family", English,1998,Qtr 2,April,9,54045832,60,The Borrowers
150000000,AU,"Adventure, Fantasy, Action, Comedy, Family", English,2009,Qtr 2,May,21,402231063,61,Night at the Museum: Battle of the Smithsonian
68000000,AU,"Adventure, Fantasy, Action, Comedy, Science Fiction", English,2000,Qtr 1,January,13,33462011,58,Mystery Men
80000000,AU,"Adventure, Fantasy, Action, Comedy, Thriller", English,2005,Qtr 4,November,24,105299638,58,The Brothers Grimm
60000000,AU,"Adventure, Fantasy, Action, Drama", English,2008,Qtr 2,June,13,13233220,47,In the Name of the King: A Dungeon Siege Tale
